X,Y,mammals,invertebrates,phytoplankton,fish,birds,stressor
3950829.1418000003,4220423.467,0,0,0,0,0,1
3955829.1418000003,4220423.467,0,0,0,0,0,1
3960829.1418000003,4220423.467,0,0,0,0,0,1
3965829.1418000003,4220423.467,0,0,0,0,0,1
3970829.1418000003,4220423.467,0,0,0,0,0,1
3975829.1418000003,4220423.467,0,0,0,0,0,1
3980829.1418000003,4220423.467,0,0,0,0,0,1
3985829.1418000003,4220423.467,0,0,0,0,0,1
3990829.1418000003,4220423.467,0,0,0,0,0,1
3995829.1418000003,4220423.467,0,0,0,0,0,1
4000829.1418000003,4220423.467,0,0,0,0,0,1
4005829.1418000003,4220423.467,0,0,0,0,0,1
4010829.1418000003,4220423.467,0,0,0,0,0,1
4015829.1418000003,4220423.467,0,0,0,0,0,1
4020829.1418000003,4220423.467,0,0,0,0,0,1
4025829.1418000003,4220423.467,0,0,0,0,0,1
4030829.1418000003,4220423.467,0,0,0,0,0,1
4035829.1418000003,4220423.467,0,0,0,0,0,1
4040829.1418000003,4220423.467,0,0,0,0,0,1
4045829.1418000003,4220423.467,0,0,0,0,0,1
4050829.1418000003,4220423.467,0,0,0,0,0,1
4055829.1418000003,4220423.467,0,0,0,0,0,1
4060829.1418000003,4220423.467,0,0,0,0,0,1
4065829.1418000003,4220423.467,0,0,0,0,0,1
4070829.1418000003,4220423.467,0,0,0,0,0,1
4075829.1418000003,4220423.467,0,0,0,0,0,1
4080829.1418000003,4220423.467,0,0,0,0,0,1
4085829.1418000003,4220423.467,0,0,0,0,0,1
4090829.1418000003,4220423.467,0,0,0,0,0,1
4095829.1418000003,4220423.467,0,0,0,0,0,1
4100829.1418000003,4220423.467,0,0,0,0,0,1
4105829.1418000003,4220423.467,0,0,0,0,0,1
4110829.1418000003,4220423.467,0,0,0,0,0,1
4115829.1418000003,4220423.467,0,0,0,0,0,1
4120829.1418000003,4220423.467,0,0,0,0,0,1
4125829.1418000003,4220423.467,0,0,0,0,0,1
4130829.1418000003,4220423.467,0,0,0,0,0,1
4135829.1418000003,4220423.467,0,0,0,0,0,1
4140829.1418000003,4220423.467,0,0,0,0,0,1
4145829.1418000003,4220423.467,0,0,0,0,0,1
4150829.1418000003,4220423.467,0,0,0,0,0,1
4155829.1418000003,4220423.467,0,0,0,0,0,1
4160829.1418000003,4220423.467,0,0,0,0,0,1
4165829.1418000003,4220423.467,0,0,0,0,0,1
4170829.1418000003,4220423.467,0,0,0,0,0,1
4175829.1418000003,4220423.467,0,0,0,0,0,1
4180829.1418000003,4220423.467,0,0,0,0,0,1
4185829.1418000003,4220423.467,0,0,0,0,0,1
4190829.1418000003,4220423.467,0,0,0,0,0,1
4195829.142,4220423.467,0,0,0,0,0,1
4200829.142,4220423.467,0,0,0,0,0,1
4205829.142,4220423.467,0,0,0,0,0,1
4210829.142,4220423.467,0,0,0,0,0,1
4215829.142,4220423.467,0,0,0,0,0,1
4220829.142,4220423.467,0,0,0,0,0,1
4225829.142,4220423.467,0,0,0,0,0,1
4230829.142,4220423.467,0,0,0,0,0,1
4235829.142,4220423.467,0,0,0,0,0,1
4240829.142,4220423.467,0,0,0,0,0,1
4245829.142,4220423.467,0,0,0,0,0,1
4250829.142,4220423.467,0,0,0,0,0,1
4255829.142,4220423.467,0,0,0,0,0,1
4260829.142,4220423.467,0,0,0,0,0,1
4265829.142,4220423.467,0,0,0,0,0,1
4270829.142,4220423.467,0,0,0,0,0,1
4275829.142,4220423.467,0,0,0,0,0,1
4280829.142,4220423.467,0,0,0,0,0,1
4285829.142,4220423.467,0,0,0,0,0,1
4290829.142,4220423.467,0,0,0,0,0,1
4295829.142,4220423.467,0,0,0,0,0,1
4300829.142,4220423.467,0,0,0,0,0,1
4305829.142,4220423.467,0,0,0,0,0,1
4310829.142,4220423.467,0,0,0,0,0,1
4315829.142,4220423.467,0,0,0,0,0,1
4320829.142,4220423.467,0,0,0,0,0,1
4325829.142,4220423.467,0,0,0,0,0,1
4330829.142,4220423.467,0,0,0,0,0,1
4335829.142,4220423.467,0,0,0,0,0,1
4340829.142,4220423.467,0,0,0,0,0,1
4345829.142,4220423.467,0,0,0,0,0,1
3375829.142,4215423.467,0,0,0,0,0,1
3380829.142,4215423.467,0,0,0,0,0,1
3385829.142,4215423.467,0,0,0,0,0,1
3390829.142,4215423.467,0,0,0,0,0,1
3395829.142,4215423.467,0,0,0,0,0,1
3400829.142,4215423.467,0,0,0,0,0,1
3405829.142,4215423.467,0,0,0,0,0,1
3410829.142,4215423.467,0,0,0,0,0,1
3415829.142,4215423.467,0,0,0,0,0,1
3420829.142,4215423.467,0,0,0,0,0,1
3425829.142,4215423.467,0,0,0,0,0,1
3430829.142,4215423.467,0,0,0,0,0,1
3435829.142,4215423.467,0,0,0,0,0,1
3440829.142,4215423.467,0,0,0,0,0,1
3445829.142,4215423.467,0,0,0,0,0,1
3450829.142,4215423.467,0,0,0,0,0,1
3455829.142,4215423.467,0,0,0,0,0,1
3460829.142,4215423.467,0,0,0,0,0,1
3465829.142,4215423.467,0,0,0,0,0,1
3470829.142,4215423.467,0,0,0,0,0,1
3475829.142,4215423.467,0,0,0,0,0.003739316,1
3480829.142,4215423.467,0,0,0,0,0.00267094,1
3485829.142,4215423.467,0,0,0,0,0,1
3490829.142,4215423.467,0,0,0,0,0,1
3495829.142,4215423.467,0,0,0,0,0.000534188,1
3500829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0,1
3505829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.003739316,1
3510829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0,1
3515829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.00267094,1
3520829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.013354701,1
3525829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.025106838,1
3530829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.02724359,1
3535829.142,4215423.467,0.3021148,0.6406821,0,0.843318,0.018162394,1
3540829.142,4215423.467,0,0,0,0,0.013354701,1
3545829.142,4215423.467,0,0,0,0,0.06944445,1
3550829.142,4215423.467,0,0,0,0,0.014423077,1
3555829.142,4215423.467,0,0,0,0,0.020299146,1
3560829.142,4215423.467,0,0,0,0,0.009081197,1
3565829.142,4215423.467,0,0,0,0,0,1
3570829.142,4215423.467,0,0,0,0,0.007478633,1
3575829.142,4215423.467,0,0,0,0,0.015491453,1
3580829.142,4215423.467,0,0,0,0,0.010149573,1
3585829.142,4215423.467,0,0,0.06188119,0,0.011752137,1
3590829.142,4215423.467,0,0,0.06188119,0,0.006410257,1
3595829.142,4215423.467,0,0,0.06188119,0,0.011752137,1
3600829.142,4215423.467,0,0,0.06188119,0,0.006410257,1
3605829.142,4215423.467,0,0,0.06188119,0,0.02991453,1
3610829.142,4215423.467,0,0,0.06188119,0,0.008012821,1
3615829.142,4215423.467,0,0,0.06188119,0,0.009615385,1
3620829.142,4215423.467,0,0,0.06188119,0,0.009081197,1
3625829.142,4215423.467,0,0,0.10767327,0.74654377,0,1
3630829.142,4215423.467,0,0,0.10767327,0.74654377,0,1
3635829.142,4215423.467,0,0,0.10767327,0.74654377,0.004807693,1
3640829.142,4215423.467,0,0,0.10767327,0.74654377,0,1
3645829.142,4215423.467,0,0,0.10767327,0.74654377,0.003739316,1
3650829.142,4215423.467,0,0,0.10767327,0.74654377,0.018162394,1
3655829.142,4215423.467,0,0,0.10767327,0.74654377,0.003205128,1
3660829.142,4215423.467,0,0,0.10767327,0.74654377,0,1
3665829.142,4215423.467,0,0,0.10767327,0.74654377,0,1
3670829.142,4215423.467,0,0,0,0.013824885,0,1
3675829.142,4215423.467,0,0,0,0.013824885,0,1
3680829.142,4215423.467,0,0,0,0.013824885,0,1
3685829.142,4215423.467,0,0,0,0.013824885,0,1
3690829.142,4215423.467,0,0,0,0.013824885,0,1
3695829.142,4215423.467,0,0,0,0.013824885,0,1
3700829.142,4215423.467,0,0,0,0.013824885,0,1
3705829.142,4215423.467,0,0,0,0.013824885,0,1
3710829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3715829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3720829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3725829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3730829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3735829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3740829.142,4215423.467,0,0,0.17326732,0.76036865,0,1
3745829.1418000003,4215423.467,0,0,0.17326732,0.76036865,0,1
3750829.1418000003,4215423.467,0,0,0.17326732,0.76036865,0,1
3755829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3760829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3765829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3770829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3775829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3780829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3785829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3790829.1418000003,4215423.467,0,0,0.15594059,0.6958525,0,1
3795829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3800829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3805829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3810829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3815829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3820829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3825829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3830829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3835829.1418000003,4215423.467,0,0,0.038366336,0.6635945,0,1
3840829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3845829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3850829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3855829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3860829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3865829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3870829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3875829.1418000003,4215423.467,0,0,0.038366336,0.6451613,0,1
3880829.1418000003,4215423.467,0,0,0,0,0,1
3885829.1418000003,4215423.467,0,0,0,0,0,1
3890829.1418000003,4215423.467,0,0,0,0,0,1
3895829.1418000003,4215423.467,0,0,0,0,0,1
3900829.1418000003,4215423.467,0,0,0,0,0,1
3905829.1418000003,4215423.467,0,0,0,0,0,1
3910829.1418000003,4215423.467,0,0,0,0,0,1
3915829.1418000003,4215423.467,0,0,0,0,0,1
3920829.1418000003,4215423.467,0,0,0,0,0,1
3925829.1418000003,4215423.467,0,0,0,0,0,1
3930829.1418000003,4215423.467,0,0,0,0,0,1
3935829.1418000003,4215423.467,0,0,0,0,0,1
3940829.1418000003,4215423.467,0,0,0,0,0,1
3945829.1418000003,4215423.467,0,0,0,0,0,1
3950829.1418000003,4215423.467,0,0,0,0,0,1
3955829.1418000003,4215423.467,0,0,0,0,0,1
3960829.1418000003,4215423.467,0,0,0,0,0,1
3965829.1418000003,4215423.467,0,0,0,0,0,1
3970829.1418000003,4215423.467,0,0,0,0,0,1
3975829.1418000003,4215423.467,0,0,0,0,0,1
3980829.1418000003,4215423.467,0,0,0,0,0,1
3985829.1418000003,4215423.467,0,0,0,0,0,1
3990829.1418000003,4215423.467,0,0,0,0,0,1
3995829.1418000003,4215423.467,0,0,0,0,0,1
4000829.1418000003,4215423.467,0,0,0,0,0,1
4005829.1418000003,4215423.467,0,0,0,0,0,1
4010829.1418000003,4215423.467,0,0,0,0,0,1
4015829.1418000003,4215423.467,0,0,0,0,0,1
4020829.1418000003,4215423.467,0,0,0,0,0,1
4025829.1418000003,4215423.467,0,0,0,0,0,1
4030829.1418000003,4215423.467,0,0,0,0,0,1
4035829.1418000003,4215423.467,0,0,0,0,0,1
4040829.1418000003,4215423.467,0,0,0,0,0,1
4045829.1418000003,4215423.467,0,0,0,0,0,1
4050829.1418000003,4215423.467,0,0,0,0,0,1
4055829.1418000003,4215423.467,0,0,0,0,0,1
4060829.1418000003,4215423.467,0,0,0,0,0,1
4065829.1418000003,4215423.467,0,0,0,0,0,1
4070829.1418000003,4215423.467,0,0,0,0,0,1
4075829.1418000003,4215423.467,0,0,0,0,0,1
4080829.1418000003,4215423.467,0,0,0,0,0,1
4085829.1418000003,4215423.467,0,0,0,0,0,1
4090829.1418000003,4215423.467,0,0,0,0,0,1
4095829.1418000003,4215423.467,0,0,0,0,0,1
4100829.1418000003,4215423.467,0,0,0,0,0,1
4105829.1418000003,4215423.467,0,0,0,0,0,1
4110829.1418000003,4215423.467,0,0,0,0,0,1
4115829.1418000003,4215423.467,0,0,0,0,0,1
4120829.1418000003,4215423.467,0,0,0,0,0,1
4125829.1418000003,4215423.467,0,0,0,0,0,1
4130829.1418000003,4215423.467,0,0,0,0,0,1
4135829.1418000003,4215423.467,0,0,0,0,0,1
4140829.1418000003,4215423.467,0,0,0,0,0,1
4145829.1418000003,4215423.467,0,0,0,0,0,1
4150829.1418000003,4215423.467,0,0,0,0,0,1
4155829.1418000003,4215423.467,0,0,0,0,0,1
4160829.1418000003,4215423.467,0,0,0,0,0,1
4165829.1418000003,4215423.467,0,0,0,0,0,1
4170829.1418000003,4215423.467,0,0,0,0,0,1
4175829.1418000003,4215423.467,0,0,0,0,0,1
4180829.1418000003,4215423.467,0,0,0,0,0,1
4185829.1418000003,4215423.467,0,0,0,0,0,1
4190829.1418000003,4215423.467,0,0,0,0,0,1
4195829.142,4215423.467,0,0,0,0,0,1
4200829.142,4215423.467,0,0,0,0,0,1
4205829.142,4215423.467,0,0,0,0,0,1
4210829.142,4215423.467,0,0,0,0,0,1
4215829.142,4215423.467,0,0,0,0,0,1
4220829.142,4215423.467,0,0,0,0,0,1
4225829.142,4215423.467,0,0,0,0,0,1
4230829.142,4215423.467,0,0,0,0,0,1
4235829.142,4215423.467,0,0,0,0,0,1
4240829.142,4215423.467,0,0,0,0,0,1
4245829.142,4215423.467,0,0,0,0,0,1
4250829.142,4215423.467,0,0,0,0,0,1
4255829.142,4215423.467,0,0,0,0,0,1
4260829.142,4215423.467,0,0,0,0,0,1
4265829.142,4215423.467,0,0,0,0,0,1
4270829.142,4215423.467,0,0,0,0,0,1
4275829.142,4215423.467,0,0,0,0,0,1
4280829.142,4215423.467,0,0,0,0,0,1
4285829.142,4215423.467,0,0,0,0,0,1
4290829.142,4215423.467,0,0,0,0,0,1
4295829.142,4215423.467,0,0,0,0,0,1
4300829.142,4215423.467,0,0,0,0,0,1
4305829.142,4215423.467,0,0,0,0,0,1
4310829.142,4215423.467,0,0,0,0,0,1
4315829.142,4215423.467,0,0,0,0,0,1
4320829.142,4215423.467,0,0,0,0,0,1
4325829.142,4215423.467,0,0,0,0,0,1
4330829.142,4215423.467,0,0,0,0,0,1
4335829.142,4215423.467,0,0,0,0,0,1
4340829.142,4215423.467,0,0,0,0,0,1
4345829.142,4215423.467,0,0,0,0,0,1
3375829.142,4210423.467,0,0,0,0,0,1
3380829.142,4210423.467,0,0,0,0,0,1
3385829.142,4210423.467,0,0,0,0,0,1
3390829.142,4210423.467,0,0,0,0,0,1
3395829.142,4210423.467,0,0,0,0,0,1
3400829.142,4210423.467,0,0,0,0,0,1
3405829.142,4210423.467,0,0,0,0,0,1
3410829.142,4210423.467,0,0,0,0,0,1
3415829.142,4210423.467,0,0,0,0,0,1
3420829.142,4210423.467,0,0,0,0,0,1
3425829.142,4210423.467,0,0,0,0,0,1
3430829.142,4210423.467,0,0,0,0,0,1
3435829.142,4210423.467,0,0,0,0,0,1
3440829.142,4210423.467,0,0,0,0,0,1
3445829.142,4210423.467,0,0,0,0,0,1
3450829.142,4210423.467,0,0,0,0,0,1
3455829.142,4210423.467,0,0,0,0,0,1
3460829.142,4210423.467,0,0,0,0,0,1
3465829.142,4210423.467,0,0,0,0,0,1
3470829.142,4210423.467,0,0,0,0,0,1
3475829.142,4210423.467,0,0,0,0,0.001602564,1
3480829.142,4210423.467,0,0,0,0,0,1
3485829.142,4210423.467,0,0,0,0,0,1
3490829.142,4210423.467,0,0,0,0,0,1
3495829.142,4210423.467,0,0,0,0,0,1
3500829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.003205128,1
3505829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.001602564,1
3510829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.008547009,1
3515829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.007478633,1
3520829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0,1
3525829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.006410257,1
3530829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.008012821,1
3535829.142,4210423.467,0.3021148,0.6406821,0,0.843318,0.055555556,1
3540829.142,4210423.467,0,0,0,0,0.018696582,1
3545829.142,4210423.467,0,0,0,0,0.034188036,1
3550829.142,4210423.467,0,0,0,0,0.021367522,1
3555829.142,4210423.467,0,0,0,0,0.031517096,1
3560829.142,4210423.467,0,0,0,0,0.00267094,1
3565829.142,4210423.467,0,0,0,0,0.050213676,1
3570829.142,4210423.467,0,0,0,0,0.014957265,1
3575829.142,4210423.467,0,0,0,0,0.004807693,1
3580829.142,4210423.467,0,0,0,0,0.00267094,1
3585829.142,4210423.467,0,0,0.06188119,0,0.006944445,1
3590829.142,4210423.467,0,0,0.06188119,0,0.003739316,1
3595829.142,4210423.467,0,0,0.06188119,0,0.00267094,1
3600829.142,4210423.467,0,0,0.06188119,0,0.008012821,1
3605829.142,4210423.467,0,0,0.06188119,0,0.01655983,1
3610829.142,4210423.467,0,0,0.06188119,0,0.000534188,1
3615829.142,4210423.467,0,0,0.06188119,0,0.011752137,1
3620829.142,4210423.467,0,0,0.06188119,0,0.017094018,1
3625829.142,4210423.467,0,0,0.10767327,0.74654377,0.008547009,1
3630829.142,4210423.467,0,0,0.10767327,0.74654377,0.003205128,1
3635829.142,4210423.467,0,0,0.10767327,0.74654377,0.008012821,1
3640829.142,4210423.467,0,0,0.10767327,0.74654377,0.003205128,1
3645829.142,4210423.467,0,0,0.10767327,0.74654377,0.01655983,1
3650829.142,4210423.467,0,0,0.10767327,0.74654377,0.017628206,1
3655829.142,4210423.467,0,0,0.10767327,0.74654377,0.043269232,1
3660829.142,4210423.467,0,0,0.10767327,0.74654377,0.011217949,1
3665829.142,4210423.467,0,0,0.10767327,0.74654377,0.024038462,1
3670829.142,4210423.467,0,0,0,0.013824885,0.024038462,1
3675829.142,4210423.467,0,0,0,0.013824885,0.010683761,1
3680829.142,4210423.467,0,0,0,0.013824885,0.097222224,1
3685829.142,4210423.467,0,0,0,0.013824885,0.047008548,1
3690829.142,4210423.467,0,0,0,0.013824885,0,1
3695829.142,4210423.467,0,0,0,0.013824885,0.011217949,1
3700829.142,4210423.467,0,0,0,0.013824885,0,1
3705829.142,4210423.467,0,0,0,0.013824885,0.010683761,1
3710829.142,4210423.467,0,0,0.17326732,0.76036865,0,1
3715829.142,4210423.467,0,0,0.17326732,0.76036865,0,1
3720829.142,4210423.467,0,0,0.17326732,0.76036865,0.009081197,1
3725829.142,4210423.467,0,0,0.17326732,0.76036865,0.006410257,1
3730829.142,4210423.467,0,0,0.17326732,0.76036865,0.008012821,1
3735829.142,4210423.467,0,0,0.17326732,0.76036865,0.016025642,1
3740829.142,4210423.467,0,0,0.17326732,0.76036865,0.035256412,1
3745829.1418000003,4210423.467,0,0,0.17326732,0.76036865,0,1
3750829.1418000003,4210423.467,0,0,0.17326732,0.76036865,0.011217949,1
3755829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3760829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3765829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3770829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3775829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3780829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3785829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3790829.1418000003,4210423.467,0,0,0.15594059,0.6958525,0,1
3795829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3800829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3805829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3810829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3815829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3820829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3825829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3830829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3835829.1418000003,4210423.467,0,0,0.038366336,0.6635945,0,1
3840829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3845829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3850829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3855829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3860829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3865829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3870829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3875829.1418000003,4210423.467,0,0,0.038366336,0.6451613,0,1
3880829.1418000003,4210423.467,0,0,0,0,0,1
3885829.1418000003,4210423.467,0,0,0,0,0,1
3890829.1418000003,4210423.467,0,0,0,0,0,1
3895829.1418000003,4210423.467,0,0,0,0,0,1
3900829.1418000003,4210423.467,0,0,0,0,0,1
3905829.1418000003,4210423.467,0,0,0,0,0,1
3910829.1418000003,4210423.467,0,0,0,0,0,1
3915829.1418000003,4210423.467,0,0,0,0,0,1
3920829.1418000003,4210423.467,0,0,0,0,0,1
3925829.1418000003,4210423.467,0,0,0,0,0,1
3930829.1418000003,4210423.467,0,0,0,0,0,1
3935829.1418000003,4210423.467,0,0,0,0,0,1
3940829.1418000003,4210423.467,0,0,0,0,0,1
3945829.1418000003,4210423.467,0,0,0,0,0,1
3950829.1418000003,4210423.467,0,0,0,0,0,1
3955829.1418000003,4210423.467,0,0,0,0,0,1
3960829.1418000003,4210423.467,0,0,0,0,0,1
3965829.1418000003,4210423.467,0,0,0,0,0,1
3970829.1418000003,4210423.467,0,0,0,0,0,1
3975829.1418000003,4210423.467,0,0,0,0,0,1
3980829.1418000003,4210423.467,0,0,0,0,0,1
3985829.1418000003,4210423.467,0,0,0,0,0,1
3990829.1418000003,4210423.467,0,0,0,0,0,1
3995829.1418000003,4210423.467,0,0,0,0,0,1
4000829.1418000003,4210423.467,0,0,0,0,0,1
4005829.1418000003,4210423.467,0,0,0,0,0,1
4010829.1418000003,4210423.467,0,0,0,0,0,1
4015829.1418000003,4210423.467,0,0,0,0,0,1
4020829.1418000003,4210423.467,0,0,0,0,0,1
4025829.1418000003,4210423.467,0,0,0,0,0,1
4030829.1418000003,4210423.467,0,0,0,0,0,1
4035829.1418000003,4210423.467,0,0,0,0,0,1
4040829.1418000003,4210423.467,0,0,0,0,0,1
4045829.1418000003,4210423.467,0,0,0,0,0,1
4050829.1418000003,4210423.467,0,0,0,0,0,1
4055829.1418000003,4210423.467,0,0,0,0,0,1
4060829.1418000003,4210423.467,0,0,0,0,0,1
4065829.1418000003,4210423.467,0,0,0,0,0,1
4070829.1418000003,4210423.467,0,0,0,0,0,1
4075829.1418000003,4210423.467,0,0,0,0,0,1
4080829.1418000003,4210423.467,0,0,0,0,0,1
4085829.1418000003,4210423.467,0,0,0,0,0,1
4090829.1418000003,4210423.467,0,0,0,0,0,1
4095829.1418000003,4210423.467,0,0,0,0,0,1
4100829.1418000003,4210423.467,0,0,0,0,0,1
4105829.1418000003,4210423.467,0,0,0,0,0,1
4110829.1418000003,4210423.467,0,0,0,0,0,1
4115829.1418000003,4210423.467,0,0,0,0,0,1
4120829.1418000003,4210423.467,0,0,0,0,0,1
4125829.1418000003,4210423.467,0,0,0,0,0,1
4130829.1418000003,4210423.467,0,0,0,0,0,1
4135829.1418000003,4210423.467,0,0,0,0,0,1
4140829.1418000003,4210423.467,0,0,0,0,0,1
4145829.1418000003,4210423.467,0,0,0,0,0,1
4150829.1418000003,4210423.467,0,0,0,0,0,1
4155829.1418000003,4210423.467,0,0,0,0,0,1
4160829.1418000003,4210423.467,0,0,0,0,0,1
4165829.1418000003,4210423.467,0,0,0,0,0,1
4170829.1418000003,4210423.467,0,0,0,0,0,1
4175829.1418000003,4210423.467,0,0,0,0,0,1
4180829.1418000003,4210423.467,0,0,0,0,0,1
4185829.1418000003,4210423.467,0,0,0,0,0,1
4190829.1418000003,4210423.467,0,0,0,0,0,1
4195829.142,4210423.467,0,0,0,0,0,1
4200829.142,4210423.467,0,0,0,0,0,1
4205829.142,4210423.467,0,0,0,0,0,1
4210829.142,4210423.467,0,0,0,0,0,1
4215829.142,4210423.467,0,0,0,0,0,1
4220829.142,4210423.467,0,0,0,0,0,1
4225829.142,4210423.467,0,0,0,0,0,1
4230829.142,4210423.467,0,0,0,0,0,1
4235829.142,4210423.467,0,0,0,0,0,1
4240829.142,4210423.467,0,0,0,0,0,1
4245829.142,4210423.467,0,0,0,0,0,1
4250829.142,4210423.467,0,0,0,0,0,1
4255829.142,4210423.467,0,0,0,0,0,1
4260829.142,4210423.467,0,0,0,0,0,1
4265829.142,4210423.467,0,0,0,0,0,1
4270829.142,4210423.467,0,0,0,0,0,1
4275829.142,4210423.467,0,0,0,0,0,1
4280829.142,4210423.467,0,0,0,0,0,1
4285829.142,4210423.467,0,0,0,0,0,1
4290829.142,4210423.467,0,0,0,0,0,1
4295829.142,4210423.467,0,0,0,0,0,1
4300829.142,4210423.467,0,0,0,0,0,1
4305829.142,4210423.467,0,0,0,0,0,1
4310829.142,4210423.467,0,0,0,0,0,1
4315829.142,4210423.467,0,0,0,0,0,1
4320829.142,4210423.467,0,0,0,0,0,1
4325829.142,4210423.467,0,0,0,0,0,1
4330829.142,4210423.467,0,0,0,0,0,1
4335829.142,4210423.467,0,0,0,0,0,1
4340829.142,4210423.467,0,0,0,0,0,1
4345829.142,4210423.467,0,0,0,0,0,1
3375829.142,4205423.467,0,0,0,0,0,1
3380829.142,4205423.467,0,0,0,0,0,1
3385829.142,4205423.467,0,0,0,0,0,1
3390829.142,4205423.467,0,0,0,0,0,1
3395829.142,4205423.467,0,0,0,0,0,1
3400829.142,4205423.467,0,0,0,0,0,1
3405829.142,4205423.467,0,0,0,0,0,1
3410829.142,4205423.467,0,0,0,0,0,1
3415829.142,4205423.467,0,0,0,0,0,1
3420829.142,4205423.467,0,0,0,0,0,1
3425829.142,4205423.467,0,0,0,0,0,1
3430829.142,4205423.467,0,0,0,0,0,1
3435829.142,4205423.467,0,0,0,0,0,1
3440829.142,4205423.467,0,0,0,0,0,1
3445829.142,4205423.467,0,0,0,0,0,1
3450829.142,4205423.467,0,0,0,0,0,1
3455829.142,4205423.467,0,0,0,0,0,1
3460829.142,4205423.467,0,0,0,0,0,1
3465829.142,4205423.467,0,0,0,0,0,1
3470829.142,4205423.467,0,0,0,0,0,1
3475829.142,4205423.467,0,0,0,0,0.003739316,1
3480829.142,4205423.467,0,0,0,0,0,1
3485829.142,4205423.467,0,0,0,0,0,1
3490829.142,4205423.467,0,0,0,0,0,1
3495829.142,4205423.467,0,0,0,0,0.000534188,1
3500829.142,4205423.467,0.3021148,0.6406821,0,0.843318,0.011752137,1
3505829.142,4205423.467,0.3021148,0.6406821,0,0.843318,0.016025642,1
